Flight_ID,Date,Month,Day_of_Week,Departure_City,Arrival_City,Route_Type,Aircraft_Type,Flight_Duration_Minutes,Passengers,Seat_Capacity,Load_Factor_%,Ticket_Price_USD,Revenue_USD,Delay_Minutes,,Delay_Category,On_Time_Status,Weather_Condition,Fuel_Consumption_Liters,CO2_Emissions_kg,Customer_Rating,Customer_Feedback
PK2026_0609,09-01-2026,January,Friday,Doha,Dubai,International,ATR 72,368,50,70,71.43,575,28750,218,,Severe,Delayed,Rain,5933,14832.5,3.2,Poor service
PK2026_0610,05-10-2026,October,Monday,Doha,Lahore,International,ATR 72,472,44,70,62.86,579,25476,153,,Severe,Delayed,Rain,15100,37750,4.9,Excellent service
PK2026_0611,24-09-2026,September,Thursday,Doha,Lahore,International,Airbus A320,381,177,180,98.33,1042,184434,205,,Severe,Delayed,Storm,19568,48920,4.9,Very smooth journey
PK2026_0612,22-10-2026,October,Thursday,Jeddah,Kuala Lumpur,International,Boeing 777,71,304,350,86.86,1119,340176,131,,Severe,Delayed,Fog,16097,40242.5,3.3,Poor service
PK2026_0613,09-09-2026,September,Wednesday,Kuala Lumpur,Islamabad,International,Airbus A320,452,138,180,76.67,310,42780,118,,Moderate,Delayed,Storm,9880,24700,3.5,Good experience
PK2026_0614,21-09-2026,September,Monday,Doha,Lahore,International,ATR 72,394,65,70,92.86,644,41860,120,,Moderate,Delayed,Storm,18978,47445,3.3,Average flight
PK2026_0615,19-03-2026,March,Thursday,Lahore,London,International,Boeing 737,469,95,160,59.38,1323,125685,1,,Minor,On Time,Rain,14483,36207.5,2.7,Excellent service
PK2026_0616,18-08-2026,August,Tuesday,Lahore,Kuala Lumpur,International,Airbus A320,366,153,180,85,579,88587,232,,Severe,Delayed,Rain,10819,27047.5,3.1,Delayed but comfortable
PK2026_0617,12-03-2026,March,Thursday,Islamabad,Doha,International,Airbus A320,287,148,180,82.22,991,146668,62,,Moderate,Delayed,Fog,5520,13800,4.2,Very smooth journey
PK2026_0618,23-03-2026,March,Monday,London,Islamabad,International,Boeing 777,194,176,350,50.29,469,82544,235,,Severe,Delayed,Clear,10743,26857.5,3.6,Average flight
PK2026_0619,11-07-2026,July,Saturday,Islamabad,Jeddah,International,Boeing 737,277,95,160,59.38,1480,140600,186,,Severe,Delayed,Clear,17970,44925,4.7,Very smooth journey
PK2026_0620,26-05-2026,May,Tuesday,Lahore,Islamabad,Domestic,Boeing 737,256,139,160,86.88,274,38086,155,,Severe,Delayed,Storm,5963,14907.5,2.8,Poor service
PK2026_0621,12-03-2026,March,Thursday,Karachi,Doha,International,ATR 72,466,62,70,88.57,744,46128,105,,Moderate,Delayed,Clear,12202,30505,3,Average flight
PK2026_0622,07-06-2026,June,Sunday,London,Kuala Lumpur,International,Boeing 777,63,305,350,87.14,477,145485,14,,Minor,On Time,Clear,3967,9917.5,3.3,Average flight
PK2026_0623,03-03-2026,March,Tuesday,Kuala Lumpur,Doha,International,Boeing 777,83,239,350,68.29,1131,270309,197,,Severe,Delayed,Storm,4397,10992.5,3.9,Delayed but comfortable
PK2026_0624,09-12-2026,December,Wednesday,Karachi,Lahore,Domestic,Boeing 777,186,215,350,61.43,826,177590,106,,Moderate,Delayed,Fog,18961,47402.5,4.6,Good experience
PK2026_0625,06-08-2026,August,Thursday,Kuala Lumpur,Islamabad,International,Airbus A320,403,123,180,68.33,969,119187,176,,Severe,Delayed,Clear,16275,40687.5,3.7,Delayed but comfortable
PK2026_0626,19-05-2026,May,Tuesday,Kuala Lumpur,Islamabad,International,ATR 72,202,69,70,98.57,372,25668,90,,Moderate,Delayed,Clear,9382,23455,3.5,Good experience
PK2026_0627,05-10-2026,October,Monday,Doha,London,International,Airbus A320,220,99,180,55,748,74052,84,,Moderate,Delayed,Rain,17145,42862.5,4.9,Delayed but comfortable
PK2026_0628,22-10-2026,October,Thursday,Islamabad,Doha,International,Airbus A320,227,131,180,72.78,863,113053,9,,Minor,On Time,Clear,6684,16710,3.7,Average flight
PK2026_0629,12-03-2026,March,Thursday,Doha,Kuala Lumpur,International,ATR 72,244,45,70,64.29,414,18630,204,,Severe,Delayed,Storm,19335,48337.5,3.9,Good experience
PK2026_0630,19-12-2026,December,Saturday,Dubai,Kuala Lumpur,International,Boeing 737,441,97,160,60.62,1051,101947,92,,Moderate,Delayed,Fog,11906,29765,2.9,Good experience
PK2026_0631,11-12-2026,December,Friday,Dubai,Lahore,International,Boeing 737,453,129,160,80.62,695,89655,208,,Severe,Delayed,Rain,7909,19772.5,2.7,Very smooth journey
PK2026_0632,21-05-2026,May,Thursday,Jeddah,London,International,Airbus A320,438,155,180,86.11,613,95015,124,,Severe,Delayed,Clear,4082,10205,3.1,Delayed but comfortable
PK2026_0633,30-12-2026,December,Wednesday,Kuala Lumpur,Dubai,International,ATR 72,194,54,70,77.14,745,40230,30,,Minor,Delayed,Rain,19378,48445,4.1,Average flight
PK2026_0634,06-03-2026,March,Friday,Lahore,Doha,International,Airbus A320,384,144,180,80,646,93024,5,,Minor,On Time,Clear,6978,17445,4.7,Very smooth journey
PK2026_0635,24-04-2026,April,Friday,Lahore,Doha,International,Airbus A320,384,92,180,51.11,879,80868,200,,Severe,Delayed,Fog,3926,9815,4,Good experience
PK2026_0636,11-04-2026,April,Saturday,Doha,Islamabad,International,ATR 72,119,48,70,68.57,1352,64896,13,,Minor,On Time,Clear,3180,7950,2.5,Poor service
PK2026_0637,22-03-2026,March,Sunday,Doha,Jeddah,International,ATR 72,168,66,70,94.29,743,49038,230,,Severe,Delayed,Rain,7820,19550,3,Poor service
PK2026_0638,02-06-2026,June,Tuesday,Karachi,Jeddah,International,Airbus A320,419,165,180,91.67,1425,235125,53,,Moderate,Delayed,Rain,11776,29440,4,Excellent service
PK2026_0639,31-01-2026,January,Saturday,Islamabad,Kuala Lumpur,International,Boeing 737,267,141,160,88.12,1488,209808,181,,Severe,Delayed,Storm,5951,14877.5,4.3,Delayed but comfortable
PK2026_0640,16-08-2026,August,Sunday,Doha,Dubai,International,Boeing 737,406,128,160,80,763,97664,207,,Severe,Delayed,Clear,16631,41577.5,3.9,Excellent service
PK2026_0641,19-09-2026,September,Saturday,Kuala Lumpur,London,International,Boeing 737,200,154,160,96.25,585,90090,63,,Moderate,Delayed,Clear,12196,30490,3.8,Delayed but comfortable
PK2026_0642,07-11-2026,November,Saturday,London,Islamabad,International,Boeing 777,185,187,350,53.43,272,50864,98,,Moderate,Delayed,Storm,15278,38195,3.2,Good experience
PK2026_0643,24-08-2026,August,Monday,Doha,Jeddah,International,Boeing 777,265,253,350,72.29,853,215809,207,,Severe,Delayed,Fog,6668,16670,4.9,Average flight
PK2026_0644,05-03-2026,March,Thursday,London,Lahore,International,Boeing 777,328,298,350,85.14,786,234228,37,,Moderate,Delayed,Rain,16169,40422.5,2.6,Delayed but comfortable
PK2026_0645,27-07-2026,July,Monday,Jeddah,Dubai,International,Airbus A320,469,135,180,75,595,80325,151,,Severe,Delayed,Clear,10625,26562.5,3.3,Excellent service
PK2026_0646,02-04-2026,April,Thursday,Jeddah,London,International,Boeing 777,430,317,350,90.57,491,155647,158,,Severe,Delayed,Storm,10616,26540,5,Delayed but comfortable
PK2026_0647,18-10-2026,October,Sunday,Lahore,Karachi,Domestic,ATR 72,194,55,70,78.57,1299,71445,98,,Moderate,Delayed,Rain,8464,21160,4.7,Very smooth journey
PK2026_0648,10-02-2026,February,Tuesday,Dubai,London,International,ATR 72,153,66,70,94.29,359,23694,214,,Severe,Delayed,Fog,18926,47315,4.4,Very smooth journey
PK2026_0649,11-10-2026,October,Sunday,Kuala Lumpur,Jeddah,International,Airbus A320,254,115,180,63.89,654,75210,202,,Severe,Delayed,Fog,17142,42855,4.8,Delayed but comfortable
PK2026_0650,19-05-2026,May,Tuesday,Islamabad,Doha,International,Boeing 737,240,135,160,84.38,931,125685,209,,Severe,Delayed,Clear,15047,37617.5,4.7,Average flight
PK2026_0651,26-04-2026,April,Sunday,Lahore,Jeddah,International,Boeing 777,299,340,350,97.14,1314,446760,185,,Severe,Delayed,Clear,16992,42480,3.8,Very smooth journey
PK2026_0652,16-11-2026,November,Monday,Lahore,London,International,Airbus A320,404,154,180,85.56,440,67760,129,,Severe,Delayed,Storm,7554,18885,2.6,Excellent service
PK2026_0653,09-06-2026,June,Tuesday,Kuala Lumpur,Islamabad,International,Boeing 777,156,316,350,90.29,688,217408,42,,Moderate,Delayed,Fog,8376,20940,4.9,Poor service
PK2026_0654,12-06-2026,June,Friday,Kuala Lumpur,Islamabad,International,Boeing 737,463,154,160,96.25,494,76076,179,,Severe,Delayed,Rain,3558,8895,2.7,Very smooth journey
PK2026_0655,23-06-2026,June,Tuesday,Kuala Lumpur,Karachi,International,Airbus A320,468,93,180,51.67,824,76632,155,,Severe,Delayed,Storm,12486,31215,4,Average flight
PK2026_0656,26-03-2026,March,Thursday,Karachi,Dubai,International,ATR 72,174,60,70,85.71,1323,79380,74,,Moderate,Delayed,Clear,12402,31005,2.9,Delayed but comfortable
PK2026_0657,02-02-2026,February,Monday,Doha,Dubai,International,Airbus A320,139,164,180,91.11,330,54120,169,,Severe,Delayed,Fog,19326,48315,3.5,Very smooth journey
PK2026_0658,14-08-2026,August,Friday,Dubai,Islamabad,International,Airbus A320,231,137,180,76.11,1261,172757,84,,Moderate,Delayed,Clear,10025,25062.5,2.8,Delayed but comfortable
PK2026_0659,05-09-2026,September,Saturday,Kuala Lumpur,Karachi,International,ATR 72,136,57,70,81.43,1430,81510,77,,Moderate,Delayed,Fog,19977,49942.5,4.5,Delayed but comfortable
PK2026_0660,29-10-2026,October,Thursday,Jeddah,Karachi,International,Boeing 777,371,252,350,72,1080,272160,94,,Moderate,Delayed,Rain,3636,9090,2.7,Very smooth journey
PK2026_0661,09-02-2026,February,Monday,Islamabad,Doha,International,Boeing 777,230,224,350,64,925,207200,91,,Moderate,Delayed,Fog,5664,14160,3.8,Average flight
PK2026_0662,04-09-2026,September,Friday,London,Kuala Lumpur,International,Boeing 737,440,122,160,76.25,1194,145668,128,,Severe,Delayed,Fog,11968,29920,4.8,Good experience
PK2026_0663,02-09-2026,September,Wednesday,Lahore,Islamabad,Domestic,Boeing 777,297,228,350,65.14,552,125856,186,,Severe,Delayed,Rain,6873,17182.5,4.7,Average flight
PK2026_0664,10-06-2026,June,Wednesday,Karachi,Kuala Lumpur,International,ATR 72,409,62,70,88.57,1381,85622,181,,Severe,Delayed,Fog,18669,46672.5,3.2,Good experience
PK2026_0665,14-03-2026,March,Saturday,Islamabad,Lahore,Domestic,Boeing 737,431,135,160,84.38,331,44685,64,,Moderate,Delayed,Storm,18833,47082.5,5,Very smooth journey
PK2026_0666,21-07-2026,July,Tuesday,Lahore,Islamabad,Domestic,ATR 72,427,35,70,50,982,34370,97,,Moderate,Delayed,Clear,9806,24515,4.4,Good experience
PK2026_0667,19-06-2026,June,Friday,London,Jeddah,International,Airbus A320,238,153,180,85,1334,204102,114,,Moderate,Delayed,Storm,9072,22680,4.2,Poor service
PK2026_0668,06-05-2026,May,Wednesday,Karachi,Kuala Lumpur,International,Boeing 777,388,280,350,80,507,141960,47,,Moderate,Delayed,Rain,18644,46610,4.4,Average flight
PK2026_0669,21-06-2026,June,Sunday,Lahore,Kuala Lumpur,International,Boeing 777,361,192,350,54.86,379,72768,213,,Severe,Delayed,Rain,16060,40150,4.1,Delayed but comfortable
PK2026_0670,01-08-2026,August,Saturday,Karachi,Dubai,International,ATR 72,233,63,70,90,1284,80892,102,,Moderate,Delayed,Rain,14250,35625,4.7,Very smooth journey
PK2026_0671,21-02-2026,February,Saturday,Kuala Lumpur,London,International,Boeing 737,162,87,160,54.37,485,42195,137,,Severe,Delayed,Clear,5223,13057.5,2.7,Good experience
PK2026_0672,19-06-2026,June,Friday,Dubai,Karachi,International,Boeing 777,229,280,350,80,664,185920,207,,Severe,Delayed,Clear,11183,27957.5,4.4,Very smooth journey
PK2026_0673,27-03-2026,March,Friday,Karachi,Dubai,International,Boeing 737,238,157,160,98.12,1099,172543,93,,Moderate,Delayed,Clear,14860,37150,2.6,Good experience
PK2026_0674,01-08-2026,August,Saturday,Jeddah,Lahore,International,ATR 72,255,43,70,61.43,506,21758,50,,Moderate,Delayed,Rain,6681,16702.5,3.4,Excellent service
PK2026_0675,07-04-2026,April,Tuesday,Kuala Lumpur,Lahore,International,Airbus A320,413,138,180,76.67,1056,145728,128,,Severe,Delayed,Rain,6824,17060,4.3,Average flight
PK2026_0676,16-01-2026,January,Friday,Lahore,Kuala Lumpur,International,Boeing 737,299,100,160,62.5,1006,100600,21,,Minor,Delayed,Rain,8469,21172.5,3.6,Very smooth journey
PK2026_0677,06-02-2026,February,Friday,Dubai,Lahore,International,ATR 72,246,51,70,72.86,366,18666,59,,Moderate,Delayed,Clear,19933,49832.5,3.3,Very smooth journey
PK2026_0678,22-08-2026,August,Saturday,Islamabad,Kuala Lumpur,International,Airbus A320,236,128,180,71.11,805,103040,154,,Severe,Delayed,Clear,10120,25300,4.8,Delayed but comfortable
PK2026_0679,30-10-2026,October,Friday,Karachi,Doha,International,Boeing 777,116,258,350,73.71,435,112230,92,,Moderate,Delayed,Storm,15694,39235,3.1,Delayed but comfortable
PK2026_0680,12-04-2026,April,Sunday,Lahore,Islamabad,Domestic,Boeing 777,84,201,350,57.43,793,159393,72,,Moderate,Delayed,Rain,4719,11797.5,3.7,Good experience
PK2026_0681,01-02-2026,February,Sunday,Jeddah,London,International,Airbus A320,375,180,180,100,766,137880,83,,Moderate,Delayed,Rain,5523,13807.5,4,Very smooth journey
PK2026_0682,08-12-2026,December,Tuesday,Islamabad,Kuala Lumpur,International,Boeing 737,471,155,160,96.88,568,88040,11,,Minor,On Time,Fog,5846,14615,3.2,Delayed but comfortable
PK2026_0683,05-07-2026,July,Sunday,Doha,Kuala Lumpur,International,Airbus A320,145,96,180,53.33,1120,107520,146,,Severe,Delayed,Fog,5124,12810,2.9,Excellent service
PK2026_0684,02-06-2026,June,Tuesday,Jeddah,Karachi,International,ATR 72,291,50,70,71.43,359,17950,147,,Severe,Delayed,Fog,6031,15077.5,4.6,Average flight
PK2026_0685,21-05-2026,May,Thursday,London,Lahore,International,Boeing 737,281,137,160,85.62,966,132342,46,,Moderate,Delayed,Clear,6541,16352.5,4.2,Delayed but comfortable
PK2026_0686,09-05-2026,May,Saturday,Islamabad,Lahore,Domestic,Boeing 737,402,99,160,61.88,204,20196,216,,Severe,Delayed,Fog,12770,31925,4.9,Excellent service
PK2026_0687,15-07-2026,July,Wednesday,Lahore,Jeddah,International,Boeing 777,119,287,350,82,405,116235,163,,Severe,Delayed,Rain,3357,8392.5,2.5,Poor service
PK2026_0688,13-02-2026,February,Friday,Dubai,Lahore,International,Boeing 777,167,318,350,90.86,426,135468,161,,Severe,Delayed,Storm,7948,19870,3.6,Good experience
PK2026_0689,29-03-2026,March,Sunday,London,Dubai,International,Airbus A320,242,151,180,83.89,1249,188599,134,,Severe,Delayed,Fog,12783,31957.5,4.4,Good experience
PK2026_0690,30-11-2026,November,Monday,Jeddah,Dubai,International,Airbus A320,208,129,180,71.67,602,77658,171,,Severe,Delayed,Clear,10013,25032.5,4.5,Excellent service
PK2026_0691,20-10-2026,October,Tuesday,London,Doha,International,ATR 72,364,54,70,77.14,1499,80946,105,,Moderate,Delayed,Rain,8462,21155,4.6,Average flight
PK2026_0692,29-09-2026,September,Tuesday,Dubai,Jeddah,International,Boeing 737,311,91,160,56.88,421,38311,221,,Severe,Delayed,Storm,8680,21700,4.7,Poor service
PK2026_0693,11-01-2026,January,Sunday,London,Jeddah,International,Airbus A320,246,122,180,67.78,124,15128,216,,Severe,Delayed,Rain,14778,36945,2.5,Poor service
PK2026_0694,05-06-2026,June,Friday,London,Jeddah,International,ATR 72,228,47,70,67.14,174,8178,185,,Severe,Delayed,Fog,8005,20012.5,2.7,Very smooth journey
PK2026_0695,04-02-2026,February,Wednesday,Kuala Lumpur,Dubai,International,Boeing 737,123,96,160,60,162,15552,52,,Moderate,Delayed,Clear,8315,20787.5,4.6,Delayed but comfortable
PK2026_0696,22-03-2026,March,Sunday,Islamabad,London,International,Airbus A320,281,124,180,68.89,487,60388,223,,Severe,Delayed,Fog,18822,47055,3.1,Poor service
PK2026_0697,25-05-2026,May,Monday,Doha,Dubai,International,Boeing 777,428,188,350,53.71,319,59972,113,,Moderate,Delayed,Fog,13701,34252.5,3.3,Excellent service
PK2026_0698,01-05-2026,May,Friday,Kuala Lumpur,Karachi,International,ATR 72,139,60,70,85.71,869,52140,117,,Moderate,Delayed,Clear,5889,14722.5,3,Good experience
PK2026_0699,19-10-2026,October,Monday,Karachi,Lahore,Domestic,Boeing 737,384,145,160,90.62,779,112955,157,,Severe,Delayed,Storm,11568,28920,2.7,Delayed but comfortable
PK2026_0700,13-09-2026,September,Sunday,Karachi,London,International,Airbus A320,378,148,180,82.22,593,87764,214,,Severe,Delayed,Storm,3366,8415,3,Excellent service
PK2026_0701,31-07-2026,July,Friday,Doha,Lahore,International,Boeing 737,480,87,160,54.37,1380,120060,49,,Moderate,Delayed,Fog,10654,26635,3.1,Excellent service
PK2026_0702,13-01-2026,January,Tuesday,Dubai,London,International,Boeing 737,390,140,160,87.5,873,122220,230,,Severe,Delayed,Clear,19571,48927.5,3.2,Average flight
PK2026_0703,24-11-2026,November,Tuesday,Islamabad,London,International,Airbus A320,197,99,180,55,160,15840,45,,Moderate,Delayed,Fog,11836,29590,3.9,Average flight
PK2026_0704,03-10-2026,October,Saturday,Islamabad,Karachi,Domestic,Boeing 777,400,240,350,68.57,1459,350160,111,,Moderate,Delayed,Storm,15624,39060,3.4,Very smooth journey
PK2026_0705,20-10-2026,October,Tuesday,Karachi,Doha,International,Boeing 737,88,114,160,71.25,792,90288,20,,Minor,Delayed,Clear,4828,12070,4.3,Excellent service
PK2026_0706,22-06-2026,June,Monday,Lahore,Kuala Lumpur,International,ATR 72,239,57,70,81.43,377,21489,46,,Moderate,Delayed,Fog,17577,43942.5,3.2,Very smooth journey
PK2026_0707,28-06-2026,June,Sunday,Dubai,Kuala Lumpur,International,ATR 72,391,64,70,91.43,428,27392,84,,Moderate,Delayed,Rain,19960,49900,3.7,Delayed but comfortable
PK2026_0708,13-10-2026,October,Tuesday,Karachi,Dubai,International,Airbus A320,140,170,180,94.44,581,98770,164,,Severe,Delayed,Rain,7537,18842.5,3.4,Good experience
PK2026_0709,16-07-2026,July,Thursday,Kuala Lumpur,Doha,International,ATR 72,463,47,70,67.14,1075,50525,81,,Moderate,Delayed,Clear,14889,37222.5,4.3,Excellent service
PK2026_0710,16-02-2026,February,Monday,London,Islamabad,International,Boeing 737,249,139,160,86.88,1023,142197,184,,Severe,Delayed,Storm,18357,45892.5,4,Poor service
PK2026_0711,13-12-2026,December,Sunday,Islamabad,Jeddah,International,ATR 72,247,58,70,82.86,1146,66468,62,,Moderate,Delayed,Rain,10527,26317.5,2.9,Very smooth journey
PK2026_0712,20-02-2026,February,Friday,Karachi,Islamabad,Domestic,ATR 72,163,40,70,57.14,1107,44280,184,,Severe,Delayed,Storm,16152,40380,3.2,Very smooth journey
PK2026_0713,09-12-2026,December,Wednesday,Karachi,Dubai,International,ATR 72,318,38,70,54.29,922,35036,117,,Moderate,Delayed,Storm,11960,29900,4.4,Very smooth journey
PK2026_0714,17-12-2026,December,Thursday,London,Islamabad,International,Airbus A320,207,96,180,53.33,1107,106272,180,,Severe,Delayed,Rain,19471,48677.5,4.2,Good experience
PK2026_0715,02-12-2026,December,Wednesday,Islamabad,Doha,International,Airbus A320,385,122,180,67.78,231,28182,192,,Severe,Delayed,Fog,14759,36897.5,3,Average flight
PK2026_0716,25-05-2026,May,Monday,Jeddah,Dubai,International,ATR 72,223,43,70,61.43,829,35647,150,,Severe,Delayed,Rain,12545,31362.5,3.5,Very smooth journey
PK2026_0717,25-09-2026,September,Friday,Jeddah,Karachi,International,ATR 72,103,35,70,50,894,31290,191,,Severe,Delayed,Fog,14745,36862.5,4.3,Very smooth journey
PK2026_0718,14-04-2026,April,Tuesday,London,Dubai,International,Airbus A320,274,93,180,51.67,1100,102300,209,,Severe,Delayed,Storm,14191,35477.5,3.4,Good experience
PK2026_0719,07-03-2026,March,Saturday,Doha,London,International,Boeing 777,395,239,350,68.29,826,197414,43,,Moderate,Delayed,Rain,19263,48157.5,2.9,Very smooth journey
PK2026_0720,25-12-2026,December,Friday,Karachi,Islamabad,Domestic,Airbus A320,347,175,180,97.22,829,145075,185,,Severe,Delayed,Storm,6924,17310,3.2,Average flight
PK2026_0721,03-05-2026,May,Sunday,Kuala Lumpur,Dubai,International,Boeing 777,407,246,350,70.29,127,31242,43,,Moderate,Delayed,Clear,4394,10985,3.2,Poor service
PK2026_0722,08-12-2026,December,Tuesday,Doha,London,International,Boeing 737,175,145,160,90.62,155,22475,233,,Severe,Delayed,Fog,16845,42112.5,2.7,Excellent service
PK2026_0723,28-09-2026,September,Monday,Doha,Jeddah,International,Airbus A320,427,122,180,67.78,1269,154818,240,,Severe,Delayed,Fog,5543,13857.5,3,Poor service
PK2026_0724,18-03-2026,March,Wednesday,London,Dubai,International,Airbus A320,206,145,180,80.56,398,57710,190,,Severe,Delayed,Storm,19125,47812.5,3.9,Delayed but comfortable
PK2026_0725,12-12-2026,December,Saturday,Karachi,Lahore,Domestic,ATR 72,189,65,70,92.86,457,29705,228,,Severe,Delayed,Fog,4221,10552.5,3.9,Very smooth journey
PK2026_0726,29-07-2026,July,Wednesday,Kuala Lumpur,Karachi,International,ATR 72,230,46,70,65.71,1366,62836,137,,Severe,Delayed,Clear,8610,21525,2.9,Average flight
PK2026_0727,30-08-2026,August,Sunday,Doha,London,International,Boeing 777,351,245,350,70,1109,271705,133,,Severe,Delayed,Rain,19228,48070,2.6,Very smooth journey
PK2026_0728,11-04-2026,April,Saturday,Lahore,Doha,International,Boeing 777,249,289,350,82.57,302,87278,230,,Severe,Delayed,Storm,17589,43972.5,4.4,Good experience
PK2026_0729,20-07-2026,July,Monday,Karachi,Jeddah,International,ATR 72,334,40,70,57.14,1056,42240,233,,Severe,Delayed,Fog,11235,28087.5,3.2,Excellent service
PK2026_0730,08-11-2026,November,Sunday,Kuala Lumpur,Doha,International,Boeing 777,337,196,350,56,154,30184,234,,Severe,Delayed,Storm,10907,27267.5,4.3,Excellent service
PK2026_0731,14-05-2026,May,Thursday,Islamabad,Lahore,Domestic,Boeing 777,286,206,350,58.86,193,39758,9,,Minor,On Time,Clear,17612,44030,3.8,Excellent service
PK2026_0732,24-02-2026,February,Tuesday,Islamabad,Kuala Lumpur,International,Boeing 777,380,178,350,50.86,132,23496,24,,Minor,Delayed,Fog,5035,12587.5,3.3,Delayed but comfortable
PK2026_0733,21-09-2026,September,Monday,Doha,London,International,Boeing 737,305,104,160,65,546,56784,123,,Severe,Delayed,Fog,3282,8205,3.8,Very smooth journey
PK2026_0734,07-02-2026,February,Saturday,Doha,Kuala Lumpur,International,Airbus A320,93,95,180,52.78,1176,111720,118,,Moderate,Delayed,Rain,12888,32220,3,Delayed but comfortable
PK2026_0735,23-11-2026,November,Monday,Lahore,Karachi,Domestic,Boeing 737,108,121,160,75.62,440,53240,187,,Severe,Delayed,Rain,18570,46425,4.8,Good experience
PK2026_0736,10-07-2026,July,Friday,London,Lahore,International,ATR 72,401,44,70,62.86,845,37180,145,,Severe,Delayed,Storm,3336,8340,3.2,Delayed but comfortable
PK2026_0737,11-09-2026,September,Friday,London,Islamabad,International,Boeing 777,114,257,350,73.43,773,198661,88,,Moderate,Delayed,Clear,11132,27830,4.7,Delayed but comfortable
PK2026_0738,09-07-2026,July,Thursday,Jeddah,Doha,International,Boeing 777,232,261,350,74.57,439,114579,142,,Severe,Delayed,Clear,4969,12422.5,3.2,Good experience
PK2026_0739,07-10-2026,October,Wednesday,Dubai,Doha,International,ATR 72,119,48,70,68.57,327,15696,177,,Severe,Delayed,Clear,7891,19727.5,2.9,Excellent service
PK2026_0740,26-01-2026,January,Monday,Doha,Islamabad,International,Boeing 737,358,120,160,75,198,23760,75,,Moderate,Delayed,Fog,11665,29162.5,4.6,Very smooth journey
PK2026_0741,14-11-2026,November,Saturday,Islamabad,Kuala Lumpur,International,Airbus A320,359,178,180,98.89,647,115166,134,,Severe,Delayed,Storm,14818,37045,2.5,Delayed but comfortable
PK2026_0742,22-09-2026,September,Tuesday,Jeddah,Karachi,International,Boeing 737,102,101,160,63.12,873,88173,39,,Moderate,Delayed,Storm,16892,42230,3.1,Very smooth journey
PK2026_0743,11-05-2026,May,Monday,Karachi,Dubai,International,ATR 72,93,38,70,54.29,124,4712,3,,Minor,On Time,Fog,6354,15885,3.4,Good experience
PK2026_0744,19-01-2026,January,Monday,Jeddah,Doha,International,ATR 72,403,70,70,100,579,40530,199,,Severe,Delayed,Storm,15293,38232.5,2.8,Average flight
PK2026_0745,05-10-2026,October,Monday,London,Karachi,International,ATR 72,377,39,70,55.71,1250,48750,131,,Severe,Delayed,Storm,13769,34422.5,4.8,Average flight
PK2026_0746,16-04-2026,April,Thursday,Karachi,Islamabad,Domestic,Boeing 737,370,124,160,77.5,439,54436,57,,Moderate,Delayed,Clear,7021,17552.5,3.5,Delayed but comfortable
PK2026_0747,09-03-2026,March,Monday,London,Jeddah,International,Boeing 777,246,219,350,62.57,880,192720,49,,Moderate,Delayed,Rain,8216,20540,3.6,Poor service
PK2026_0748,02-04-2026,April,Thursday,Jeddah,Lahore,International,Boeing 777,416,239,350,68.29,1203,287517,173,,Severe,Delayed,Storm,7868,19670,2.6,Average flight
PK2026_0749,23-10-2026,October,Friday,Dubai,Doha,International,Boeing 777,311,237,350,67.71,1273,301701,158,,Severe,Delayed,Storm,4306,10765,3.2,Poor service
PK2026_0750,06-08-2026,August,Thursday,Islamabad,Kuala Lumpur,International,Boeing 737,243,101,160,63.12,546,55146,90,,Moderate,Delayed,Rain,17350,43375,3.6,Excellent service
PK2026_0751,11-06-2026,June,Thursday,London,Dubai,International,Airbus A320,364,141,180,78.33,149,21009,218,,Severe,Delayed,Storm,14091,35227.5,4.4,Delayed but comfortable
PK2026_0752,30-06-2026,June,Tuesday,Kuala Lumpur,Lahore,International,Boeing 777,83,278,350,79.43,490,136220,35,,Moderate,Delayed,Fog,6075,15187.5,2.7,Very smooth journey
PK2026_0753,12-07-2026,July,Sunday,Dubai,Kuala Lumpur,International,Airbus A320,111,123,180,68.33,434,53382,19,,Minor,Delayed,Fog,7813,19532.5,4.6,Delayed but comfortable
PK2026_0754,17-02-2026,February,Tuesday,Dubai,Kuala Lumpur,International,Boeing 777,64,309,350,88.29,134,41406,62,,Moderate,Delayed,Fog,10789,26972.5,3.1,Very smooth journey
PK2026_0755,16-04-2026,April,Thursday,London,Karachi,International,ATR 72,92,43,70,61.43,1304,56072,7,,Minor,On Time,Fog,15813,39532.5,3.6,Average flight
PK2026_0756,20-01-2026,January,Tuesday,London,Lahore,International,Boeing 737,466,82,160,51.25,139,11398,118,,Moderate,Delayed,Clear,17006,42515,4.1,Delayed but comfortable
PK2026_0757,12-09-2026,September,Saturday,Dubai,Jeddah,International,Airbus A320,256,176,180,97.78,848,149248,94,,Moderate,Delayed,Storm,9221,23052.5,2.5,Average flight
PK2026_0758,22-06-2026,June,Monday,Kuala Lumpur,Doha,International,Boeing 737,190,115,160,71.88,249,28635,142,,Severe,Delayed,Clear,13296,33240,3.8,Excellent service
PK2026_0759,02-10-2026,October,Friday,Kuala Lumpur,Dubai,International,ATR 72,475,63,70,90,213,13419,171,,Severe,Delayed,Rain,11687,29217.5,3.8,Excellent service
PK2026_0760,15-04-2026,April,Wednesday,Islamabad,Doha,International,ATR 72,163,66,70,94.29,806,53196,228,,Severe,Delayed,Clear,17543,43857.5,3.4,Poor service
